0.601333,0.496226,0.218500,1.000000,0.108570,0.170900,0.549000,0.458000:3
1.000000,0.556604,0.299600,0.212352,0.484160,0.417400,0.510500,0.493600:3
0.925000,0.498113,0.188800,0.209353,0.326590,0.374650,0.534300,0.470200:0
0.759000,0.596226,0.187300,0.055877,0.227980,0.295450,0.563200,0.443700:8
0.717333,0.636792,0.304400,0.181967,0.163770,0.214850,0.620200,0.396900:7
0.971667,0.557547,0.934400,0.218017,0.130810,0.273400,0.605200,0.406600:8
1.000000,0.555660,0.468600,0.205417,0.123250,0.270700,0.578600,0.431200:8
0.100000,1.000000,0.000500,0.000250,0.000030,0.000150,1.000000,0.000000:1
0.900667,0.666981,0.117700,0.081933,0.732490,0.874400,0.710700,0.314800:3
0.726333,0.562264,0.450700,0.372937,0.760790,1.000000,0.568400,0.437800:3
0.646000,0.602830,0.145100,0.172943,1.000000,1.000000,0.614700,0.396100:3
0.725667,0.666981,0.354500,0.124780,0.187170,0.293700,0.606700,0.404100:6
0.640000,0.650943,0.515300,0.149000,0.357600,0.456700,0.599700,0.404800:6
0.770000,0.551887,0.701400,0.221978,1.000000,1.000000,0.539700,0.468400:8
0.726667,0.583019,0.972300,0.168805,0.243080,0.386800,0.556900,0.451200:4
1.000000,0.634906,0.494800,0.161827,0.669960,0.724050,0.687900,0.331700:6
0.875667,0.518868,0.238500,0.043013,0.100650,0.158850,0.494100,0.510900:0
0.700000,0.555660,0.801200,0.116255,0.118580,0.238800,0.540000,0.464200:0
0.864000,0.545283,0.948700,0.164670,0.405090,0.487450,0.504500,0.500800:0
0.794000,0.603774,0.380600,0.383548,0.391220,0.503550,0.565600,0.449900:7
0.798000,0.578302,0.736900,0.555573,1.000000,1.000000,0.666300,0.348300:1
0.689333,0.566038,0.527900,0.148565,0.543750,0.583750,0.575600,0.433300:1
0.564333,0.562264,0.898100,0.526867,0.474180,0.591900,0.593900,0.420200:8
0.731333,0.534906,0.297500,0.166712,0.510140,0.722350,0.562000,0.440000:0
0.586000,0.497170,0.299400,0.320732,0.692780,0.710150,0.518800,0.485600:1
0.693000,0.521698,0.318900,0.256103,0.645380,0.723750,0.553200,0.452800:1
0.529333,0.477358,0.351000,0.184443,0.520130,0.506400,0.507800,0.496000:1
0.469000,0.486792,0.208100,0.210913,0.265750,0.343300,0.544000,0.461400:1
0.744667,0.483019,0.172200,0.171670,0.638610,0.593400,0.491300,0.510800:1
0.482667,0.466981,0.256300,0.329167,0.592500,0.565700,0.513300,0.489500:1
0.558667,0.494340,0.151500,0.085677,0.082250,0.132050,0.539800,0.462600:1
0.753667,0.508491,0.306200,0.347000,0.249840,0.331850,0.512600,0.495400:1
0.467333,0.481132,0.300300,0.396640,0.880540,0.852650,0.519700,0.484500:1
0.559667,0.502830,0.243200,0.116685,0.196030,0.263850,0.525500,0.477600:1
0.523000,0.487736,0.306600,0.338368,0.588760,0.538250,0.495200,0.505700:0
0.952667,0.519811,0.768900,0.214433,0.385980,0.474950,0.504900,0.497700:8
0.698333,0.572642,0.446000,0.059780,0.760400,1.000000,0.625000,0.391700:8
1.000000,0.464151,0.056700,0.243402,0.248270,0.308600,0.508100,0.500000:3
0.882333,0.500943,0.462300,0.079693,0.181700,0.260700,0.501700,0.501900:4
0.695000,0.578302,0.768100,0.104707,0.772740,0.885250,0.560100,0.445300:4
0.788667,0.520755,1.000000,0.102057,0.398020,0.473050,0.524800,0.483300:4
0.393000,0.508491,0.664200,0.098500,0.230490,0.341850,0.549200,0.453200:8
0.880667,0.547170,0.233200,0.045308,0.182140,0.251600,0.534100,0.471000:4
0.682000,0.487736,0.382100,0.093000,0.351540,0.419550,0.518200,0.486400:4
0.616333,0.500943,0.557500,0.270782,0.682370,0.747850,0.501000,0.502600:0
0.752667,0.513208,0.891200,0.172273,0.950950,0.963050,0.495900,0.504200:0
0.734667,0.533962,0.766700,0.383357,0.161010,0.269600,0.517200,0.488700:8
0.736333,0.567925,0.740200,0.274148,0.296080,0.372300,0.542000,0.460000:8
0.797333,0.511321,0.223800,0.321555,0.868200,1.000000,0.537200,0.469500:0
0.694667,0.524528,0.888900,0.520802,1.000000,1.000000,0.566800,0.442700:8
0.674000,0.475472,0.286700,0.209713,0.805300,0.648550,0.492000,0.512100:1
0.529000,0.537736,1.000000,0.090143,0.265020,0.408850,0.528400,0.475700:0
0.692000,0.521698,0.678700,0.106810,1.000000,1.000000,0.532000,0.470600:0
0.407667,0.495283,0.314000,0.177520,0.692330,0.786100,0.534000,0.468000:1
0.580000,0.556604,0.585800,0.452103,0.705280,0.876000,0.546300,0.458600:8
0.382667,0.483962,0.469300,0.334892,0.964490,0.829550,0.540100,0.464900:8
0.928333,0.506604,0.567600,0.998000,0.598800,0.747650,0.498500,0.502800:0
1.000000,0.521698,1.000000,0.130283,0.367400,0.483600,0.468800,0.534000:0
0.397000,0.454717,0.132000,0.084308,0.065760,0.119400,0.586100,0.470000:0
0.456667,0.472642,0.286500,0.108062,0.226930,0.267400,0.507300,0.496000:1
0.658333,0.559434,0.625300,0.088728,0.186330,0.304800,0.552000,0.461500:8
0.563667,0.558491,0.585200,0.152227,0.630220,0.786900,0.572400,0.437700:8
0.494667,0.484906,0.286900,0.167913,0.584340,0.598400,0.522000,0.484700:1
1.000000,0.501887,0.251200,0.141638,0.050990,0.102350,0.498900,0.503600:0
0.965000,0.494340,0.594900,0.817945,0.588920,0.630350,0.476600,0.530700:0
0.521667,0.496226,0.538900,1.000000,1.000000,1.000000,0.519800,0.488900:0
0.528667,0.503774,0.549500,0.457905,0.192320,0.298050,0.516700,0.483600:0
0.631000,0.526415,0.253700,0.464745,0.418270,0.646150,0.559400,0.449200:8
0.934000,0.473585,0.339600,0.709805,0.511060,0.560200,0.494400,0.510000:0
0.699333,0.590566,0.518300,0.210040,0.516700,0.482050,0.572600,0.436700:8
0.628667,0.556604,0.438000,0.254603,0.244420,0.288900,0.515700,0.486700:8
0.558000,0.640566,0.292700,0.126620,0.547000,0.498900,0.593900,0.415200:6
0.598000,0.544340,0.390400,0.090553,0.385760,0.627500,0.555000,0.452000:2
0.751000,0.535849,0.902900,0.742707,0.757560,0.960250,0.524800,0.478300:8
0.618667,0.526415,0.227800,1.000000,1.000000,1.000000,0.560700,0.443700:0
0.418667,0.557547,0.263500,0.304248,0.931000,1.000000,0.576900,0.426500:0
0.605667,0.486792,0.271400,0.897208,1.000000,0.951450,0.518500,0.486100:0
0.536333,0.489623,0.358800,1.000000,1.000000,1.000000,0.524300,0.479900:0
0.566333,0.523585,1.000000,0.399772,0.719590,0.833350,0.532400,0.471900:2
0.639000,0.526415,0.251300,0.242540,1.000000,1.000000,0.532200,0.469400:0
0.546000,0.519811,0.413700,0.442525,0.876200,0.992950,0.536000,0.467900:0
0.330667,0.523585,0.227900,0.472127,0.708190,0.813850,0.550600,0.450700:0
0.503667,0.539623,0.469000,0.157965,0.227470,0.371000,0.569100,0.434500:8
0.650667,0.485849,0.225500,0.390692,0.632920,0.587450,0.529800,0.474900:0
0.730000,0.610377,0.814600,0.395092,0.474110,0.845250,0.575400,0.428600:8
0.544333,0.462264,0.209000,0.271750,0.228270,0.295700,0.512800,0.492500:0
0.808667,0.613208,0.625900,0.102795,0.635270,0.953700,0.568200,0.440900:8
0.881000,0.664151,0.274600,0.037775,0.403440,0.671100,0.608800,0.402200:8
0.543000,0.487736,0.277200,1.000000,0.774180,0.737650,0.502400,0.498900:0
0.523667,0.558491,0.271200,0.309667,0.037160,0.088850,0.560800,0.445600:0
0.508667,0.536792,0.363700,0.230333,0.027640,0.065650,0.540900,0.464200:0
0.529000,0.497170,0.381500,0.874075,1.000000,1.000000,0.524400,0.479500:0
0.763667,0.591509,1.000000,1.000000,1.000000,1.000000,0.581100,0.424600:8
0.523333,0.509434,0.264300,0.293945,0.687830,0.782500,0.538500,0.464500:0
0.522667,0.500943,0.344800,0.382065,1.000000,1.000000,0.515500,0.492500:0
0.919333,0.564151,0.680400,0.085885,0.736900,0.896450,0.535600,0.474000:8
0.419333,0.498113,0.606200,0.520350,0.624420,0.662450,0.536100,0.465600:8
0.490333,0.571698,1.000000,0.406750,0.048810,0.117400,0.556400,0.447200:0
0.636333,0.506604,0.349600,0.419555,0.981760,0.920650,0.523400,0.480200:1
0.655333,0.512264,0.350900,0.400190,1.000000,0.986100,0.522800,0.481200:1
0.623667,0.511321,0.639500,1.000000,0.903620,0.876000,0.529700,0.476700:0
0.578333,0.488679,0.341400,1.000000,0.952140,0.875050,0.511800,0.492800:0
0.637333,0.552830,0.877600,0.629875,0.604680,0.873300,0.582800,0.428600:8
0.720667,0.495283,0.401600,0.509857,0.856560,0.851050,0.492000,0.511600:0
0.722333,0.541509,0.697100,0.450913,0.568150,0.839650,0.545700,0.457700:2
0.869667,0.491509,0.300600,0.653697,0.666770,0.595950,0.489400,0.514400:0
0.472667,0.492453,0.276400,0.473087,0.879940,0.812600,0.523200,0.480100:0
0.555333,0.484906,0.373800,0.666612,0.119990,0.187550,0.497500,0.505200:0
0.733667,0.506604,0.499100,0.198452,0.333400,0.423550,0.479900,0.520800:0
0.666667,0.518868,0.814600,0.163420,0.264740,0.351800,0.493500,0.507600:0
0.787667,0.493396,0.273100,0.290882,0.366510,0.443350,0.527100,0.478800:0
0.796333,0.506604,0.255400,0.155557,0.653340,0.768700,0.526400,0.474600:0
0.650667,0.487736,0.304500,0.319172,0.746860,0.676150,0.500900,0.501000:0
0.408000,0.486792,0.328500,0.556917,0.601470,0.666950,0.534400,0.469300:0
0.639667,0.540566,0.526400,0.204460,0.564310,0.684400,0.543700,0.464400:3
0.449000,0.501887,1.000000,0.193272,0.313100,0.380750,0.512500,0.491800:8
0.530333,0.469811,0.218100,0.409250,0.294660,0.326350,0.492000,0.511000:0
0.490333,0.504717,0.307700,0.279275,0.670260,0.794200,0.552700,0.452300:0
0.466333,0.484906,1.000000,0.323235,0.717580,0.643300,0.479300,0.525900:8
0.701000,0.495283,0.311000,0.235013,1.000000,1.000000,0.500300,0.505700:0
0.878333,0.600000,0.861700,0.182085,0.644580,0.809350,0.583100,0.425100:3
0.572333,0.484906,0.308500,0.422633,1.000000,0.810650,0.498100,0.505200:8
0.523000,0.486792,0.315500,1.000000,1.000000,0.930800,0.506300,0.494500:0
0.650000,0.542453,0.404500,0.421197,0.429620,0.665700,0.545600,0.458400:0
0.634667,0.531132,0.990200,0.192150,0.484220,0.675400,0.523600,0.482500:0
0.594333,0.516981,0.309000,0.564492,1.000000,1.000000,0.542400,0.461200:0
0.445000,0.487736,0.226900,0.258282,0.898820,0.854050,0.541900,0.462000:0
0.629333,0.554717,0.486500,0.137930,0.819300,1.000000,0.553000,0.447200:0
0.518667,0.490566,0.431400,1.000000,1.000000,1.000000,0.532000,0.469500:0
0.712333,0.522642,0.709900,0.147905,0.532460,0.648850,0.544500,0.459200:3
0.664667,0.499057,0.263400,0.319917,0.806190,0.758200,0.518200,0.484400:0
0.711333,0.568868,1.000000,0.386612,1.000000,0.785950,0.556300,0.454600:4
0.539333,0.565094,0.379800,0.243488,1.000000,1.000000,0.604000,0.401500:4
0.747667,0.626415,0.409900,0.305232,0.805810,0.853300,0.592600,0.415300:4
0.642333,0.575472,0.384400,0.090780,0.615490,0.747300,0.591900,0.410700:4
0.599000,0.664151,0.339800,0.191533,0.563110,0.771300,0.643900,0.365700:5
0.795667,0.640566,0.424000,0.272060,0.457060,0.602300,0.611400,0.399900:4
0.557000,0.594340,0.285600,0.102262,0.662660,0.783350,0.590000,0.421600:4
0.697667,0.630189,0.522600,0.708903,1.000000,1.000000,0.616900,0.391100:4
0.690667,0.491509,0.283700,1.000000,0.605690,0.624300,0.503600,0.498500:0
0.598333,0.477358,1.000000,0.280378,0.504680,0.484350,0.501900,0.502800:0
0.655667,0.510377,0.313200,0.308788,0.685510,0.719500,0.509600,0.495500:8
0.674000,0.506604,0.499100,1.000000,0.666850,0.819200,0.519200,0.483300:0
0.416000,0.489623,0.125800,0.503893,0.423270,0.446050,0.575000,0.429100:0
0.721000,0.599057,0.149200,0.122292,0.638360,0.720800,0.588600,0.427000:3
0.630000,0.497170,0.333500,0.510150,1.000000,1.000000,0.498700,0.503200:0
0.585667,0.573585,0.489600,0.523428,0.219840,0.368100,0.591300,0.415900:8
0.855667,0.570755,0.120700,0.044003,0.282500,0.383600,0.594800,0.414600:4
0.545667,0.486792,0.271200,0.516822,1.000000,0.990400,0.508100,0.496300:0
0.464333,0.498113,0.280500,0.212945,1.000000,1.000000,0.505300,0.496600:0
0.538333,0.481132,0.283400,0.348445,0.439040,0.459500,0.520400,0.483100:1
0.538667,0.467925,0.246600,0.425058,1.000000,0.673300,0.491800,0.509800:1
0.611000,0.499057,0.218600,0.747468,1.000000,1.000000,0.528300,0.475500:1
0.639000,0.466981,0.211600,0.301363,0.614780,0.586400,0.494600,0.508300:1
0.585667,0.476415,0.302400,0.350253,1.000000,0.719000,0.496100,0.511200:1
0.603000,0.478302,0.267400,0.491103,0.766120,0.790450,0.535900,0.474500:1
0.684000,0.578302,0.199500,0.085675,0.195340,0.212150,0.568300,0.442200:3
0.731667,0.629245,0.152300,0.054050,0.129720,0.168450,0.584500,0.425500:3
0.598333,0.577358,0.422100,0.134673,0.226250,0.304750,0.567000,0.439100:3
0.669667,0.599057,0.284900,0.111092,0.386600,0.456000,0.571200,0.432400:3
0.784000,0.601887,0.335400,0.291122,0.646290,0.635800,0.565500,0.441600:6
0.640333,0.648113,0.188700,0.203717,0.525590,0.496900,0.601200,0.403100:6
0.580000,0.537736,0.688700,0.272478,0.621250,0.628100,0.518500,0.486800:6
0.728333,0.598113,0.459800,0.217420,0.704440,0.741100,0.572800,0.432900:6
0.760333,0.546226,0.273300,0.055197,0.056300,0.096350,0.591300,0.417400:6
0.661667,0.647170,0.287500,0.106605,1.000000,1.000000,0.625800,0.409400:6
0.622333,0.533962,0.210200,0.099572,0.083640,0.144950,0.574600,0.434400:6
0.610000,0.617925,0.321900,0.081950,0.162260,0.245650,0.606700,0.401500:3
0.636667,0.543396,0.437000,0.110510,0.232070,0.306600,0.558200,0.447700:3
0.637667,0.588679,0.404500,0.254633,0.458340,0.506650,0.595000,0.412700:6
0.519333,0.557547,0.711300,0.149278,0.438880,0.596250,0.548300,0.456200:6
0.950667,0.573585,0.025000,0.000903,0.005850,0.021500,0.798300,0.225600:2
0.515000,0.550000,1.000000,0.242137,0.799050,0.808500,0.549400,0.452700:4
0.627333,0.545283,0.543000,0.136622,0.598400,0.715000,0.561100,0.443300:3
0.677667,0.549057,0.440800,0.142913,0.360140,0.434450,0.572700,0.434900:3
0.373667,0.506604,0.207800,0.157588,0.425490,0.576000,0.578000,0.423300:0
0.815667,0.544340,0.677100,0.112843,0.108330,0.203550,0.540800,0.464500:4
0.473333,0.501887,0.274100,0.225148,0.378250,0.497700,0.550900,0.453000:0
0.858000,0.483019,0.273300,0.088452,0.419260,0.496450,0.497900,0.502700:0
0.830667,0.480189,0.248300,0.039833,0.019120,0.045750,0.488000,0.515700:0
0.708333,0.486792,0.231100,0.031292,0.015020,0.037700,0.488000,0.516600:0
0.455000,0.496226,0.316000,0.381980,0.389620,0.485500,0.541900,0.459600:0
0.441000,0.537736,0.190600,0.069297,0.133050,0.239050,0.553900,0.448100:0
0.648667,0.691509,1.000000,0.092750,0.022260,0.056000,0.801000,0.230500:3
0.384667,0.509434,1.000000,0.398167,0.071670,0.143200,0.561300,0.443800:0
0.417000,0.503774,1.000000,0.213625,0.051270,0.113200,0.584400,0.421300:0
